"Lolita ;; Vladimir Nabokov ; Humbert Humbert - scholar, aesthete and romantic - has fallen completely and utterly in love with Lolita Haze, his landladys gum-snapping, silky skinned twelve-year-old daughter. Reluctantly agreeing to marry Mrs Haze just to be close to Lolita, Humbert suffers greatly in the pursuit of romance. ; Classics, Fiction, Literature, Novels, Russia, Romance, Russian Literature, Literary Fiction, 20th Century, Adult ; 331; Penguin ; 10/28/95 ;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377756377l/7604.jpg;"
"Slaughterhouse Five ;    ; Kurt Vonnegut Jr. ; Selected by the Modern Library as one of the 100 best novels of all time, Slaughterhouse-Five, an American classic, is one of the worlds great antiwar books. Centering on the infamous firebombing of Dresden, Billy Pilgrims odyssey through time reflects the mythic journey of our own fractured lives as we search for meaning in what we fear most.; Classics, Fiction, Science Fiction, War, Historical Fiction, Literature, Novels, Time Travel, American, Fantasy ; 275 ; Dial Press ; 01/12/99 ;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440319389l/4981.jpg;"
"Frankenstein: The 1818 Text ;    ; Mary Wollstonecraft Shelley; Mary Shelleys seminal novel of the scientist whose creation becomes a monsterThis edition is the original 1818 text, which preserves the hard-hitting and politically charged aspects of Shelleys original writing, as well as her unflinching wit and strong female voice. This edition also includes a new introduction and suggestions for further reading by author and Shelley expert Charlotte Gordon, literary excerpts and reviews selected by Gordon and a chronology and essay by preeminent Shelley scholar Charles E. Robinson. ; Classics, Fiction, Horror, Science Fiction, Gothic, Fantasy, School, Literature, Novels, 19th Century ; 288 ; Penguin Classics ; 03/08/18 ;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498841231l/35031085.jpg;"
"The Kite Runner ;    ; Khaled Hosseini; The unforgettable, heartbreaking story of the unlikely friendship between a wealthy boy and the son of his father's servant, The Kite Runner is a beautifully crafted novel set in a country that is in the process of being destroyed. It is about the power of reading, the price of betrayal, and the possibility of redemption and an exploration of the power of fathers over sons their love, their sacrifices.; Fiction, Historical Fiction, Contemporary, Classics, Novels, Historical, Literature, Adult, Adult Fiction, Drama ; 371 ; Riverhead Books ; 05/28/04 ;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579036753l/77203._SY475_.jpg;"
"The Handmaids Tale ; ; Margaret Atwood; Offred is a Handmaid in the Republic of Gilead. She may leave the home of the Commander and his wife once a day to walk to food markets whose signs are now pictures instead of words because women are no longer allowed to read. She must lie on her back once a month and pray that the Commander makes her pregnant, because in an age of declining births, Offred and the other Handmaids are valued only if their ovaries are viable. Offred can remember the years before, when she lived and made love with her husband, Luke when she played with and protected her daughter.; Fiction, Classics, Dystopia, Science Fiction, Feminism, Fantasy, Adult, Audiobook, Literature, Novels,The Commander, Offred, Serena Joy, Ofglen, Nick, Moira, Luke Castellan ; 314 ; Anchor Books ; 04/28/98 ;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578028274l/38447._SY475_.jpg;"
"The Giver ; The Giver ; Lois Lowry; Twelve-year-old Jonas lives in a seemingly ideal world. Not until he is given his life assignment as the Receiver does he begin to understand the dark secrets behind this fragile community.; Young Adult, Fiction, Classics, Dystopia, Science Fiction, Fantasy, School, Childrens, Middle Grade, Read For School ; 208 ; Ember ; 01/24/06 ;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342493368l/3636.jpg;"
"Catch-22 ;Catch-22 ;Joseph Heller ;The novel is set during World War II, from 1942 to 1944. It mainly follows the life of Captain John Yossarian, a U.S. Army Air Forces B-25 bombardier. Most of the events in the book occur while the fictional 256th Squadron is based on the island of Pianosa, in the Mediterranean Sea, west of Italy. The novel looks into the experiences of Yossarian and the other airmen in the camp, who attempt to maintain their sanity while fulfilling their service requirements so that they may return home. ; Classics, Fiction, War, Historical Fiction, Humor, Literature, Novels, Unfinished, American, Historical ; 453 ; Simon and Schuster ; 09/04/04 ;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463157317l/168668.jpg;"
"Dune ; Dune ; Frank Herbert ; Set on the desert planet Arrakis, Dune is the story of the boy Paul Atreides, heir to a noble family tasked with ruling an inhospitable world where the only thing of value is the spice melange, a drug capable of extending life and enhancing consciousness. Coveted across the known universe, melange is a prize worth killing for...When House Atreides is betrayed, the destruction of Paul's family will set the boy on a journey toward a destiny greater than he could ever have imagined. And as he evolves into the mysterious man known as Muad'Dib, he will bring to fruition humankind's most ancient and unattainable dream.; Science Fiction, Fiction, Fantasy, Classics, Science Fiction Fantasy, Space Opera, Audiobook, Novels, Adventure, Adult ;345;Simon & Schuster;02/15/11;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555447414l/44767458.jpg;"
"The Pillars of the Earth ; Kingsbridge ; Ken Follett; Ken Follett is known worldwide as the master of split-second suspense, but his most beloved and bestselling book tells the magnificent tale of a twelfth-century monk driven to do the seemingly impossible: build the greatest Gothic cathedral the world has ever known.Everything readers expect from Follett is here: intrigue, fast-paced action, and passionate romance. But what makes The Pillars of the Earth extraordinary is the time the twelfth century the place feudal England and the subject the building of a glorious cathedral.; Historical Fiction, Fiction, Historical, Fantasy, Classics, Medieval, Audiobook, British Literature, Novels, Adult ; 976 ; NAL Trade ; 02/04/02 ;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576956100l/5043.jpg; "
"The Stand;   ;Stephen King; This is the way the world ends: with a nanosecond of computer error in a Defense Department laboratory and a million casual contacts that form the links in a chain letter of death. And here is the bleak new world of the day after: a world stripped of its institutions and emptied of 99 percent of its people. A world in which a handful of panicky survivors choose sides -- or are chosen. ; Horror, Fiction, Fantasy, Science Fiction, Post Apocalyptic, Thriller, Dystopia, Apocalyptic, Audiobook, Classics ,Ment, Kojak ; 1153 ; Doubleday Books ; 05/01/90 ;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1213131305l/149267.jpg;"
"The Adventures of Sherlock Holmes ; Sherlock Holmes ; Arthur Conan Doyle ; The Adventures of Sherlock Holmes is the series of short stories that made the fortunes of the Strand magazine, in which they were first published, and won immense popularity for Sherlock Holmes and Dr Watson. The detective is at the height of his powers and the volume is full of famous cases, including The Red-Headed League, The Blue Carbuncle, and The Speckled Band. Although Holmes gained a reputation for infallibility, Conan Doyle showed his own realism and feminism by having the great detective defeated by Irene Adler - the woman - in the very first story, A Scandal in Bohemia. ;Classics, Mystery, Fiction, Short Stories, Crime, Detective, Literature, Mystery Thriller, Adventure, Audiobook ; 389 ; Oxford University Press ; 10/22/98 ;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1164045516l/3590.jpg;"
"Watership Down ;Watership Down; Richard Adams ; Librarian's note: See alternate cover edition of ISBN13 9780380395866 here.Set in Englands Downs, a once idyllic rural landscape, this stirring tale of adventure, courage and survival follows a band of very special creatures on their flight from the intrusion of man and the certain destruction of their home. Led by a stouthearted pair of friends, they journey forth from their native Sandleford Warren through the harrowing trials posed by predators and adversaries, to a mysterious promised land and a more perfect society.; Classics, Fiction, Fantasy, Young Adult, Animals, Childrens, Adventure, Literature, Novels, Audiobook ; 478 ; Avon Books ; 06/28/75 ;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405136931l/76620.jpg; "
"Great Expectations ;   ; Charles Dickens; In what may be Dickenss best novel, humble, orphaned Pip is apprenticed to the dirty work of the forge but dares to dream of becoming a gentleman ” and one day, under sudden and enigmatic circumstances, he finds himself in possession of """"great expectations."""" In this gripping tale of crime and guilt, revenge and reward, the compelling characters include Magwitch, the fearful and fearsome convict  Estella, whose beauty is excelled only by her haughtiness and the embittered Miss Havisham, an eccentric jilted bride.; Classics, Fiction, Literature, Historical Fiction, School, Novels, 19th Century, Classic Literature, British Literature, Victorian ; 505 ; Oxford University Press ; 10/28/98 ;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327920219l/2623.jpg;"
